customer_id,created_at,country,account_status
cus_b28b44ff9a8bee81,2011-10-12T09:30:00Z,Germany,active
cus_c5517fbf1dd1d920,2010-02-03T15:05:00Z,Germany,active
cus_e74eee0759c5ecb9,2011-01-06T12:28:00Z,Germany,active
cus_eec2a1981878ba54,2011-02-02T10:41:00Z,Spain,active
cus_b5480566e91133ec,2010-04-21T10:24:00Z,Germany,active
cus_bc51fab388699752,2010-05-03T09:23:00Z,Spain,active
cus_82248f3194301365,2009-12-03T13:47:00Z,Spain,active
cus_698165adb4a6e5e6,2011-10-03T14:53:00Z,Israel,active
cus_1d9bbd9145500343,2011-08-18T10:51:00Z,France,active
cus_1c1a2f2c217bd143,2010-03-07T12:18:00Z,Italy,active
cus_4487a99c264aee7a,2010-04-18T14:14:00Z,Germany,active
cus_ae3fc0e5ad3ee383,2011-06-01T15:13:00Z,Germany,active
cus_63b7151695b8b6a7,2011-03-10T11:35:00Z,Germany,active
cus_587e7e4d66da26b5,2011-07-19T10:51:00Z,Germany,active
cus_56d841639ba55b19,2011-10-18T14:41:00Z,Germany,active
cus_a760ec3014b3dbc6,2009-12-01T10:28:00Z,France,active
cus_782464bd48594545,2010-02-07T14:41:00Z,Germany,active
cus_8207971acce9df39,2009-12-03T10:10:00Z,France,active
cus_5d628daa56d90521,2010-06-27T15:37:00Z,Germany,active
cus_c66a702df87a9b54,2011-01-30T09:05:00Z,Germany,active
cus_351d5442ec5f9423,2010-06-28T13:10:00Z,France,active
cus_846c77397dc70a3d,2010-03-06T14:37:00Z,Germany,active
cus_dbae1c2a6130536f,2010-01-21T14:17:00Z,Germany,active
cus_3e2f268c603f23da,2011-11-08T13:47:00Z,France,active
cus_434bd64baf96b0af,2009-11-30T11:50:00Z,Germany,active
cus_b035f6e9220f0b61,2011-06-05T12:47:00Z,France,active
cus_94def47bd70078ad,2010-10-26T08:36:00Z,Sweden,active
cus_13e1eb42137e85a2,2010-11-25T13:02:00Z,Spain,active
cus_1142294a58f0811c,2009-12-22T13:00:00Z,Spain,active
cus_dbf5f8dcf7677347,2009-12-06T16:56:00Z,Spain,active
cus_03e8857085fa91df,2011-03-03T09:32:00Z,Spain,active
cus_b58d405a0dc0624e,2010-03-08T16:26:00Z,Spain,active
cus_2aa448494f25f03f,2011-03-24T12:04:00Z,Spain,active
cus_3abfb0c05188e7cf,2011-09-22T09:44:00Z,Spain,active
cus_cb146c9e0346b849,2010-07-26T13:55:00Z,Spain,active
cus_49a1d8b8b2b31f98,2010-01-10T12:29:00Z,USA,active
cus_4777f9eaa5b46441,2011-10-30T12:11:00Z,Italy,active
cus_895fc8a71bd84ca3,2010-10-11T13:35:00Z,France,active
cus_e06cec081f260115,2009-12-16T10:39:00Z,Spain,active
cus_fe12c7c3c808e2fe,2011-12-01T10:41:00Z,USA,active
cus_5ae1b49313331ae4,2011-01-23T10:12:00Z,Germany,active
cus_fa9f5107f6e6bc5f,2011-07-18T15:55:00Z,Germany,active
cus_a68696fa7008b468,2010-09-29T13:13:00Z,France,active
cus_39dff33b25a791b2,2011-09-13T14:30:00Z,Germany,active
cus_e5a10dac1b3bcfaa,2010-02-10T10:30:00Z,France,active
cus_0276b150b5d56a53,2011-03-31T13:47:00Z,Germany,active
cus_f1caa86c9659e821,2011-08-09T12:35:00Z,France,active
cus_885e4b6f87f4883e,2011-10-18T08:20:00Z,Germany,active
cus_dc6eb2df37812633,2010-08-30T17:25:00Z,France,active
cus_6e632cc85589832b,2011-01-27T09:20:00Z,France,active
cus_f7e97162e81e698e,2010-06-30T13:46:00Z,Poland,active
cus_340906fe2c30af8f,2009-12-02T19:31:00Z,France,active
cus_2c6461c048eec86f,2010-09-21T11:19:00Z,Italy,active
cus_95031ec33432a929,2010-05-11T11:45:00Z,Germany,active
cus_dcff63cd99ab6c16,2009-12-05T11:57:00Z,France,active
cus_f573a28e1fe34845,2011-03-03T15:15:00Z,Italy,active
cus_6ab4422d57a0d215,2010-12-22T12:58:00Z,Germany,active
cus_8cba0e3d3fc55c57,2009-12-15T13:15:00Z,Italy,active
cus_d29a78273781b750,2010-01-18T12:26:00Z,France,active
cus_1692c5f561537148,2010-04-11T07:20:00Z,Germany,active
cus_1f2d08d2606a5f8f,2010-07-07T14:06:00Z,Germany,active
cus_aa71d2acab5ad759,2011-05-04T09:29:00Z,France,active
cus_61252b73599b5db7,2010-03-02T13:51:00Z,Italy,active
cus_d4e71f273c529140,2011-04-10T13:22:00Z,Spain,active
cus_0312dc3fdc4fbb69,2010-02-28T09:58:00Z,France,active
cus_a46e45df2e409a7c,2010-05-10T10:42:00Z,France,active
cus_49640183a03a829b,2009-12-06T13:37:00Z,Germany,active
cus_21e33e8e21432d0a,2010-10-30T10:57:00Z,Germany,active
cus_2475de0e409c9977,2011-11-17T10:42:00Z,Germany,active
cus_fa072aeb0706d6f0,2011-03-22T12:06:00Z,France,active
cus_8808e4bd20723b7e,2010-09-06T14:21:00Z,Germany,active
cus_b6b4ff896b8715e3,2010-01-25T16:23:00Z,Spain,active
cus_86a02bef71268db0,2011-10-09T16:06:00Z,USA,active
cus_88ff1fb72e3f53b7,2010-10-30T10:49:00Z,United Kingdom,active
cus_a0f43d729db1c4f7,2009-12-19T13:30:00Z,Germany,active
cus_d2adb37687cbed7f,2011-08-04T13:52:00Z,Italy,active
cus_907f446dcbd47f2a,2011-09-25T15:35:00Z,Germany,active
cus_7ebf8ee1df36c369,2009-12-13T13:10:00Z,Germany,active
cus_0c7e067472e260ee,2011-03-06T10:22:00Z,Germany,active
cus_a9502cb84f29f537,2010-05-27T12:52:00Z,Germany,active
cus_5f57c633c5d578fd,2010-02-08T12:01:00Z,Germany,active
cus_f6933d20296289f9,2010-01-11T11:45:00Z,Germany,active
cus_822428fa05219994,2011-06-14T12:34:00Z,France,active
cus_616a5c57c61e4dd3,2010-04-21T11:33:00Z,Germany,active
cus_2f550d25dac1a2f5,2011-01-16T11:01:00Z,Germany,active
cus_6f2e81dffffc5ecd,2011-07-21T13:59:00Z,Germany,active
cus_a4408217b0823832,2011-10-05T09:28:00Z,Germany,active
cus_acad963825c73ee4,2010-10-11T16:40:00Z,Sweden,active
cus_7946db9d5b0bf723,2010-01-14T14:50:00Z,Finland,active
cus_c3708146be9ee9aa,2010-07-01T11:44:00Z,Germany,active
cus_ecc7bb9c32df463e,2010-09-08T10:50:00Z,Germany,active
cus_e925c0b6eec217d2,2010-03-21T09:05:00Z,Sweden,active
cus_b21578bbd4cb1bec,2011-09-18T12:01:00Z,France,active
cus_5d5d6df22ce6f50a,2011-08-23T09:23:00Z,Germany,active
cus_fdd6c8d23d71e270,2010-04-06T14:16:00Z,France,active
cus_7b9269f9c5337887,2010-01-13T13:02:00Z,Germany,active
cus_ce9a7882dae7393d,2010-02-08T10:49:00Z,Germany,active
cus_6246907736ba5214,2011-10-20T12:52:00Z,USA,active
cus_9de7170a51cd2b83,2010-01-12T15:06:00Z,Germany,active
cus_5929ee11d252a2ab,2010-01-06T18:38:00Z,Germany,active
cus_dd481e9cb8cb65bf,2010-08-30T15:21:00Z,France,active
cus_0d8ffca85d6ed5da,2010-09-30T15:16:00Z,Germany,active
cus_423390a5b28575eb,2011-02-16T13:16:00Z,Germany,active
cus_0ddb0a8dcb98c42b,2010-05-25T09:00:00Z,France,active
cus_592dd1ce4083e578,2011-11-09T11:53:00Z,France,active
cus_6fb0ba3dac42efa5,2010-03-31T09:50:00Z,Germany,active
cus_379a98b4d8562eac,2009-12-12T10:28:00Z,Finland,active
cus_933a0a5379517f5f,2010-02-07T15:11:00Z,Germany,active
cus_69708fd920ca9805,2010-01-30T15:45:00Z,Germany,active
cus_a79f01d41be0bc22,2010-02-10T10:13:00Z,France,active
cus_87969319a341733c,2011-05-15T09:10:00Z,France,active
cus_f8448bcb0c589d3a,2010-05-09T16:44:00Z,Italy,active
cus_9fb860a72cda27ba,2010-08-12T13:29:00Z,Sweden,active
cus_85bc0355691402ec,2009-12-06T14:38:00Z,France,active
cus_482d740b905635c9,2010-01-06T16:46:00Z,France,active
cus_4d727c2aa8b2489b,2011-08-17T15:44:00Z,France,active
cus_eec5315bd75c95b9,2009-12-12T13:31:00Z,France,active
cus_515542cfe2311149,2009-11-30T09:28:00Z,France,active
cus_d172555f02c0de27,2009-12-12T15:01:00Z,France,active
cus_ab8ed264a4f60c23,2010-12-02T09:51:00Z,France,active
cus_f944227a588206d9,2010-10-14T12:00:00Z,France,active
cus_f80da824ccfcc8ba,2010-07-04T13:56:00Z,Germany,active
cus_742b976e72b0abaf,2010-10-13T19:39:00Z,France,active
cus_c2c5778b568e43f2,2010-02-11T13:22:00Z,France,active
cus_7892c7e3fa9e3cd7,2010-01-25T16:39:00Z,Finland,active
cus_4c1d0638e2d58f9d,2011-05-07T16:10:00Z,France,active
cus_3277c1872aef57e3,2010-03-15T13:23:00Z,Germany,active
cus_5ef16c35b446145c,2009-12-02T10:26:00Z,Germany,active
cus_281f6d65b39653e8,2009-12-17T10:25:00Z,Germany,active
cus_90a96ac028ed50d2,2009-12-08T13:49:00Z,Germany,active
cus_0c5a4971973147bf,2011-05-21T14:05:00Z,Germany,active
cus_c4043df4e16b0585,2009-12-08T10:46:00Z,Germany,active
cus_9f7042f156349c78,2009-12-03T10:00:00Z,France,active
cus_abba1ab6d5248058,2011-07-28T13:28:00Z,France,active
cus_7f99f806991b88d6,2010-07-20T09:46:00Z,Germany,active
cus_13771f32587eca7c,2010-08-24T11:07:00Z,France,active
cus_6367d06e0c7cbbec,2011-10-04T15:52:00Z,France,active
cus_87c08111953c0eb2,2010-06-21T14:00:00Z,France,active
cus_f2d1348b52807bc2,2010-05-03T13:59:00Z,Italy,active
cus_2f9e4894b0903547,2010-03-24T16:25:00Z,France,active
cus_a2d2a4306988d8b6,2010-02-22T09:54:00Z,France,active
cus_9ea5b84bf1fc22d4,2010-11-20T11:34:00Z,France,active
cus_bb7fdd3574b11bc1,2010-07-05T12:19:00Z,Germany,active
cus_0c0f4869763ded15,2010-03-01T09:23:00Z,France,active
cus_3e4d8c18c340355a,2010-01-18T13:23:00Z,USA,active
cus_8d59adc6f54418c6,2010-11-11T13:26:00Z,France,active
cus_d9e7ac51be9637d5,2011-01-10T07:57:00Z,France,active
cus_29adb9059403022a,2011-10-06T10:44:00Z,France,active
cus_17c9b550d1e25ac5,2011-07-27T16:06:00Z,Unspecified,active
cus_76edcda596e719a9,2010-04-26T16:19:00Z,Singapore,active
cus_2e03148c8c05afb6,2010-01-25T16:22:00Z,EIRE,active
cus_3f0e41990c95dc24,2009-12-07T17:08:00Z,United Kingdom,active
cus_3aca6ceebc1feaf8,2009-12-06T13:23:00Z,United Kingdom,active
cus_e278fecceb866edf,2009-12-03T17:31:00Z,United Kingdom,active
cus_bf383bdb735fce12,2010-07-05T15:05:00Z,United Kingdom,active
cus_75ee15c016e89d09,2009-12-01T10:55:00Z,Japan,active
cus_07e56d416d35039f,2011-05-11T19:01:00Z,Portugal,active
cus_effc1b295b65d3d4,2009-11-30T14:40:00Z,Portugal,active
cus_bd67c5257b07892d,2009-12-03T10:47:00Z,Netherlands,active
cus_99f454c99e7d0eae,2010-09-09T08:50:00Z,Netherlands,active
cus_427dfb49c7eb9a95,2010-08-31T10:47:00Z,Netherlands,active
cus_2ae858a0001a0e44,2010-12-04T15:46:00Z,Japan,active
cus_48aba63d4b536e8d,2010-10-27T09:29:00Z,Portugal,active
cus_46f6c351f3603376,2010-09-14T12:08:00Z,Korea,active
cus_d818e5c851d487e0,2010-10-25T14:24:00Z,Netherlands,active
cus_9a7c548e494dd377,2010-09-07T11:35:00Z,United Kingdom,active
cus_7f0bb5563a449e40,2009-12-02T07:25:00Z,Poland,active
cus_24338016eda03296,2010-04-19T09:40:00Z,Netherlands,active
cus_24d8c7e011173f77,2011-02-27T08:43:00Z,Czech Republic,active
cus_5ccae4efd10acb11,2010-07-07T13:31:00Z,Portugal,active
cus_6bda212f8d41d326,2011-09-24T15:35:00Z,Portugal,active
cus_47f02979a70fcafc,2010-06-27T13:06:00Z,Portugal,active
cus_0799e0b362879402,2009-12-07T13:56:00Z,Portugal,active
cus_8fd9b3605e7de21e,2010-10-21T14:57:00Z,Netherlands,active
cus_554f21a436b36820,2010-06-28T13:05:00Z,Netherlands,active
cus_b15680052248d30e,2010-03-24T17:29:00Z,Netherlands,active
cus_ea9ab432797e155b,2010-01-25T16:35:00Z,Portugal,active
cus_6f115d73be121594,2010-11-02T13:05:00Z,Portugal,active
cus_df0e4f230b66f95f,2011-09-01T12:01:00Z,Portugal,active
cus_321ea283afb2cdaa,2010-03-20T15:49:00Z,Netherlands,active
cus_3e5c99d3d728a425,2010-10-10T12:53:00Z,Portugal,active
cus_8cda323019884c3e,2010-01-31T11:02:00Z,Portugal,active
cus_be07979c57d163d7,2010-05-24T09:34:00Z,Netherlands,active
cus_43ee903ab0554699,2010-02-02T09:06:00Z,Netherlands,active
cus_e387629de7adb4bc,2010-04-29T10:44:00Z,Netherlands,active
cus_fc27b0f01a3e4004,2010-11-17T13:20:00Z,Sweden,active
cus_68a39596d4d60cba,2010-10-07T12:20:00Z,Portugal,active
cus_f8e1c85383785ad0,2011-08-29T12:11:00Z,Poland,active
cus_2ca7c4ebac6f4915,2011-05-24T13:34:00Z,Poland,active
cus_db95da80e5ed904d,2009-12-04T13:37:00Z,United Kingdom,active
cus_43e109c16c7f2d7e,2010-04-06T15:14:00Z,United Kingdom,active
cus_ca35689f2816e431,2010-01-28T12:52:00Z,United Kingdom,active
cus_d36a0ef6d3aad8dd,2009-12-17T10:43:00Z,United Kingdom,active
cus_bcd33ea99e729114,2011-10-25T15:44:00Z,United Kingdom,active
cus_a839e8c89ea5316a,2011-07-31T16:16:00Z,United Kingdom,active
cus_7541497cde9792d6,2010-06-06T15:04:00Z,United Kingdom,active
cus_0b1a2d52e53a021c,2011-06-20T10:53:00Z,United Kingdom,active
cus_94f5d0dc772ac8bb,2009-12-02T12:13:00Z,United Kingdom,active
cus_5182677586f28ba4,2009-11-30T14:19:00Z,United Kingdom,active
cus_5352aa4b6537eb10,2010-04-25T09:59:00Z,United Kingdom,active
cus_09e5307dc6edf8bc,2009-12-06T09:18:00Z,United Kingdom,active
cus_2905de570720ff91,2010-02-02T14:51:00Z,United Kingdom,active
cus_943b2e85c51813fd,2010-07-07T15:38:00Z,United Kingdom,active
cus_99ab2fed51e62fa8,2009-12-01T08:15:00Z,United Kingdom,active
cus_52345350472289c1,2009-12-12T11:41:00Z,United Kingdom,active
cus_b30c87eeba2a6247,2010-04-24T11:51:00Z,United Kingdom,active
cus_feeba4e6b2f5ac87,2011-02-21T14:10:00Z,United Kingdom,active
cus_b56cf45f2d6bc147,2010-02-01T12:45:00Z,United Kingdom,active
cus_d2446aa3993741f7,2010-04-26T13:44:00Z,United Kingdom,active
cus_1f4d2af79fac277a,2010-02-04T11:57:00Z,United Kingdom,active
cus_08ee139f6d1628ca,2009-12-10T12:55:00Z,United Kingdom,active
cus_56e7a86071a495b3,2010-11-01T18:16:00Z,United Kingdom,active
cus_d4b955b1ae8adc1d,2011-10-06T12:38:00Z,United Kingdom,active
cus_78724824a61edbea,2010-01-24T15:37:00Z,United Kingdom,active
cus_6c1854913acc7b1c,2010-01-25T16:28:00Z,United Kingdom,active
cus_e9bbb991edc79a1c,2010-09-06T12:20:00Z,United Kingdom,active
cus_e08b6e8bb62fd1e4,2010-01-14T15:22:00Z,United Kingdom,active
cus_ebcf2631854a648a,2010-03-29T11:39:00Z,United Kingdom,active
cus_acf58d6fb9efcbd2,2010-04-28T13:54:00Z,United Kingdom,active
cus_9165e69403506084,2010-07-18T17:22:00Z,United Kingdom,active
cus_148fa55fb1fe5d6b,2010-08-19T12:20:00Z,Austria,active
cus_0c0f066942a51321,2010-07-24T11:37:00Z,Belgium,active
cus_d16418fcf6ebde21,2009-12-15T16:25:00Z,United Kingdom,active
cus_37be1b1cfa0aba79,2010-11-11T10:05:00Z,United Kingdom,active
cus_293b633cb9f937d3,2010-03-24T14:32:00Z,United Kingdom,active
cus_7ec6aeb404bcb252,2010-09-25T10:34:00Z,United Kingdom,active
cus_fab729667badf601,2009-12-02T20:03:00Z,United Kingdom,active
cus_2b1483b38af4db6b,2010-01-26T09:50:00Z,United Kingdom,active
cus_f1216d6718987cfe,2010-01-10T12:37:00Z,United Kingdom,active
cus_96e1e5123b0af5bb,2010-01-17T10:23:00Z,United Kingdom,active
cus_559bd8eb76c2ea4c,2011-03-17T14:02:00Z,United Kingdom,active
cus_4b342f308b9c812b,2011-09-08T12:11:00Z,United Kingdom,active
cus_cd2b170bf794e030,2011-03-08T11:44:00Z,United Kingdom,active
cus_7c74b79017cc293b,2011-09-10T15:18:00Z,United Kingdom,active
cus_d33a75504ef00815,2010-07-24T14:32:00Z,United Kingdom,active
cus_136f8d8d1ee579c1,2010-11-16T14:05:00Z,United Kingdom,active
cus_404f250a8ad69b4e,2010-02-17T14:32:00Z,United Kingdom,active
cus_1c3457baa19d3aac,2011-09-13T08:35:00Z,United Kingdom,active
cus_dc98d9dc19cdb2dd,2010-10-12T15:17:00Z,United Kingdom,active
cus_f431c9e9821e4485,2011-03-13T10:41:00Z,United Kingdom,active
cus_d1a4dd50dc4e6bea,2011-06-19T13:18:00Z,United Kingdom,active
cus_dcd6b91c8ab0c55d,2011-09-21T15:03:00Z,United Kingdom,active
cus_63d09045cebe8a9d,2010-02-23T11:56:00Z,United Kingdom,active
cus_27331dc6b4e4b5bd,2010-02-23T12:14:00Z,United Kingdom,active
cus_13c4d9a8c0335fc7,2010-03-27T13:10:00Z,United Kingdom,active
cus_c04f1783cfeaa4d4,2011-10-29T11:35:00Z,United Kingdom,active
cus_6c856765c200c588,2009-11-30T12:18:00Z,United Kingdom,active
cus_84ccd087f8bb23d5,2010-04-28T19:36:00Z,United Kingdom,active
cus_590511226dea0b51,2009-12-08T14:22:00Z,United Kingdom,active
cus_6a310f2e3cae7fa3,2011-06-22T09:22:00Z,United Kingdom,active
cus_8133e5895134b48f,2009-12-13T15:58:00Z,United Kingdom,active
cus_3df512a70a614b09,2009-11-30T13:43:00Z,United Kingdom,active
cus_dfb9d905b99ddd3d,2010-05-12T14:55:00Z,United Kingdom,active
cus_5ec7971252c0fb6a,2009-12-08T12:40:00Z,United Kingdom,active
cus_f2c0887075693208,2010-04-25T10:32:00Z,United Kingdom,active
cus_cf692c3d87a3337b,2010-06-07T10:16:00Z,United Kingdom,active
cus_27f49ba6965fbae9,2009-11-30T11:46:00Z,United Kingdom,active
cus_29f81f1dbc87037e,2010-02-09T08:46:00Z,United Kingdom,active
cus_f5fc54138e072d8c,2009-12-09T16:39:00Z,United Kingdom,active
cus_8fe6b0a49f3b55ab,2009-12-02T10:51:00Z,United Kingdom,active
cus_33c49ae92c9030e2,2010-04-10T15:59:00Z,United Kingdom,active
cus_d52f723cac0a0624,2011-09-21T13:51:00Z,United Kingdom,active
cus_cb7876059c0a790c,2009-12-02T15:43:00Z,United Kingdom,active
cus_3e557f0c2ff5a1fb,2010-01-11T11:27:00Z,United Kingdom,active
cus_632d17c60aa2c49c,2009-12-14T13:12:00Z,United Kingdom,active
cus_de775607e5b35eb8,2010-12-08T09:34:00Z,United Kingdom,active
cus_297870b55867e821,2010-12-19T10:41:00Z,United Kingdom,active
cus_494c48e0c2f883dc,2010-02-20T15:18:00Z,United Kingdom,active
cus_36ad1ce529d1a62b,2010-11-30T16:21:00Z,United Kingdom,active
cus_3cfb310fb3375671,2009-12-02T15:56:00Z,United Kingdom,active
cus_b27d5ccd0716930d,2010-01-09T12:43:00Z,United Kingdom,active
cus_db4821515b024950,2011-03-16T09:03:00Z,United Kingdom,active
cus_b37e9fb6fc9b7026,2009-12-10T12:01:00Z,United Kingdom,active
cus_404a17fae7e2ea52,2010-11-24T16:44:00Z,United Kingdom,active
cus_496c8775d50b1255,2011-08-17T13:38:00Z,United Kingdom,active
cus_818adca9d305cd38,2010-07-07T14:45:00Z,United Kingdom,active
cus_15c7073fc57821a6,2010-09-27T17:47:00Z,United Kingdom,active
cus_bc8656b44b1f126e,2009-12-03T14:19:00Z,United Kingdom,active
cus_8ee2910a5afabfcb,2009-12-14T19:04:00Z,United Kingdom,active
cus_ffd5d1e6eb66f9d5,2010-02-15T14:30:00Z,United Kingdom,active
cus_4417b9736aab552e,2009-12-05T10:38:00Z,United Kingdom,active
cus_4fdb22ba1b4a1990,2010-02-11T15:46:00Z,United Kingdom,active
cus_648f81b3f3b64a1d,2010-07-15T16:25:00Z,United Kingdom,active
cus_be1db537fca1edfe,2009-12-09T11:23:00Z,United Kingdom,active
cus_f974c79a222c93bc,2009-12-01T11:26:00Z,United Kingdom,active
cus_eaa324e318dba470,2011-07-28T14:14:00Z,United Kingdom,active
cus_81477fd2700983d5,2010-04-19T12:58:00Z,United Kingdom,active
cus_5a784bd53a07b21e,2010-01-20T10:45:00Z,United Kingdom,active
cus_597fadcf97776c78,2010-01-19T09:57:00Z,United Kingdom,active
