order_id,customer_id,ordered_at,delivered_at,currency,gross_amount_paise,item_count,category,shipping_address_id,device_id
ord_0000262,cus_096512e946ca1c3d,2009-12-03T12:02:00Z,2009-12-09 12:02:00+00:00,INR,3444000,150,uci_product_group_bc,addr_096512e946ca1c3d,dev_096512e946ca1c3d
ord_0000749,cus_778f8d7589fbbd08,2009-12-08T17:41:00Z,2009-12-10 17:41:00+00:00,INR,2725000,130,uci_product_group_ff,addr_778f8d7589fbbd08,dev_778f8d7589fbbd08
ord_0000047,cus_f42a10965fcd997b,2009-12-01T12:54:00Z,2009-12-04 12:54:00+00:00,INR,2915800,154,uci_product_group_9b,addr_f42a10965fcd997b,dev_f42a10965fcd997b
ord_0000435,cus_72f6550cc7c9185d,2009-12-04T16:13:00Z,2009-12-09 16:13:00+00:00,INR,1094000,68,uci_product_group_df,addr_72f6550cc7c9185d,dev_72f6550cc7c9185d
ord_0000282,cus_635dc33b7c78145d,2009-12-03T13:02:00Z,2009-12-06 13:02:00+00:00,INR,2283000,66,uci_product_group_f5,addr_635dc33b7c78145d,dev_635dc33b7c78145d
ord_0000274,cus_38e7557898f90acb,2009-12-03T12:36:00Z,2009-12-11 12:36:00+00:00,INR,102000,12,uci_product_group_7d,addr_38e7557898f90acb,dev_38e7557898f90acb
ord_0000382,cus_eed160cdd6154cf1,2009-12-04T12:03:00Z,2009-12-12 12:03:00+00:00,INR,4100000,188,uci_product_group_63,addr_eed160cdd6154cf1,dev_eed160cdd6154cf1
ord_0000365,cus_9f7042f156349c78,2009-12-04T10:00:00Z,2009-12-11 10:00:00+00:00,INR,6826500,238,uci_product_group_b9,addr_9f7042f156349c78,dev_9f7042f156349c78
ord_0000751,cus_f67771118e914bb2,2009-12-08T17:51:00Z,2009-12-11 17:51:00+00:00,INR,1918900,87,uci_product_group_c2,addr_f67771118e914bb2,dev_f67771118e914bb2
ord_0000173,cus_4f81751c8becf53e,2009-12-02T12:39:00Z,2009-12-10 12:39:00+00:00,INR,4543500,227,uci_product_group_39,addr_4f81751c8becf53e,dev_4f81751c8becf53e
ord_0000077,cus_7ae4831d11605963,2009-12-01T14:44:00Z,2009-12-09 14:44:00+00:00,INR,3372000,36,uci_product_group_0d,addr_7ae4831d11605963,dev_7ae4831d11605963
ord_0000595,cus_ec31df8c6a2b38d9,2009-12-07T12:56:00Z,2009-12-11 12:56:00+00:00,INR,4881600,144,uci_product_group_43,addr_ec31df8c6a2b38d9,dev_ec31df8c6a2b38d9
ord_0000389,cus_869853261b22093d,2009-12-04T12:28:00Z,2009-12-07 12:28:00+00:00,INR,3513000,208,uci_product_group_c6,addr_869853261b22093d,v2_shared_device_0039
ord_0000207,cus_8a7a256015389f23,2009-12-02T14:56:00Z,2009-12-06 14:56:00+00:00,INR,2068500,79,uci_product_group_d0,v2_shared_address_0040,dev_8a7a256015389f23
ord_0000128,cus_9c2285e738d43e7f,2009-12-02T10:00:00Z,2009-12-07 10:00:00+00:00,INR,7959800,280,uci_product_group_9e,addr_9c2285e738d43e7f,dev_9c2285e738d43e7f
ord_0000041,cus_96045bcde49cc135,2009-12-01T12:30:00Z,2009-12-03 12:30:00+00:00,INR,5845000,212,uci_product_group_b3,addr_96045bcde49cc135,dev_96045bcde49cc135
ord_0000352,cus_b9907b8f2c817328,2009-12-03T19:13:00Z,2009-12-11 19:13:00+00:00,INR,1599500,69,uci_product_group_d7,addr_b9907b8f2c817328,dev_b9907b8f2c817328
ord_0000663,cus_e86b0ff05d0fcf5b,2009-12-08T10:24:00Z,2009-12-10 10:24:00+00:00,INR,10200000,400,uci_product_group_56,addr_e86b0ff05d0fcf5b,dev_e86b0ff05d0fcf5b
ord_0000398,cus_84781149a39b7b97,2009-12-04T12:59:00Z,2009-12-10 12:59:00+00:00,INR,7621000,147,uci_product_group_42,addr_84781149a39b7b97,dev_84781149a39b7b97
ord_0000182,cus_514a5de83567eb9f,2009-12-02T13:20:00Z,2009-12-05 13:20:00+00:00,INR,2845500,258,uci_product_group_4b,addr_514a5de83567eb9f,dev_514a5de83567eb9f
ord_0000359,cus_fe00044315dfe4f7,2009-12-04T08:40:00Z,2009-12-06 08:40:00+00:00,INR,16105200,1687,uci_product_group_7c,addr_fe00044315dfe4f7,v2_shared_device_0047
ord_0000690,cus_a0bc8eda4ecc910f,2009-12-08T12:41:00Z,2009-12-10 12:41:00+00:00,INR,202500,3,uci_product_group_d3,addr_a0bc8eda4ecc910f,dev_a0bc8eda4ecc910f
ord_0000315,cus_aef7e736106b0206,2009-12-03T15:35:00Z,2009-12-07 15:35:00+00:00,INR,25061400,1132,uci_product_group_39,addr_aef7e736106b0206,dev_aef7e736106b0206
ord_0000853,cus_cc87a7d6723f60d4,2009-12-10T09:44:00Z,2009-12-14 09:44:00+00:00,INR,3003500,147,uci_product_group_d2,addr_cc87a7d6723f60d4,dev_cc87a7d6723f60d4
ord_0000532,cus_ce484986aa187416,2009-12-06T15:08:00Z,2009-12-08 15:08:00+00:00,INR,1474000,38,uci_product_group_3e,addr_ce484986aa187416,dev_ce484986aa187416
ord_0000459,cus_f0bba1473af89f95,2009-12-05T13:12:00Z,2009-12-13 13:12:00+00:00,INR,7965500,389,uci_product_group_ea,addr_f0bba1473af89f95,dev_f0bba1473af89f95
ord_0000531,cus_2ea0eef22c296453,2009-12-06T15:01:00Z,2009-12-08 15:01:00+00:00,INR,1377500,47,uci_product_group_56,v2_shared_address_0053,dev_2ea0eef22c296453
ord_0000131,cus_15f69faf0c740beb,2009-12-02T10:08:00Z,2009-12-05 10:08:00+00:00,INR,1257300,303,uci_product_group_e8,v2_shared_address_0054,dev_15f69faf0c740beb
ord_0000963,cus_ce5417570ede6372,2009-12-11T11:26:00Z,2009-12-13 11:26:00+00:00,INR,3629300,152,uci_product_group_34,addr_ce5417570ede6372,dev_ce5417570ede6372
ord_0000403,cus_fe030cc9bad085ac,2009-12-04T13:21:00Z,2009-12-10 13:21:00+00:00,INR,1640300,85,uci_product_group_a9,addr_fe030cc9bad085ac,dev_fe030cc9bad085ac
ord_0000953,cus_b8f446b2ec423670,2009-12-11T10:37:00Z,2009-12-14 10:37:00+00:00,INR,418900,19,uci_product_group_1a,addr_b8f446b2ec423670,dev_b8f446b2ec423670
ord_0000669,cus_c8d736864a1d4d71,2009-12-08T11:23:00Z,2009-12-13 11:23:00+00:00,INR,25908000,984,uci_product_group_56,addr_c8d736864a1d4d71,dev_c8d736864a1d4d71
ord_0000356,cus_fab729667badf601,2009-12-03T20:03:00Z,2009-12-07 20:03:00+00:00,INR,4072200,227,uci_product_group_08,addr_fab729667badf601,v2_shared_device_0059
ord_0000651,cus_6856342b22c510a7,2009-12-08T07:42:00Z,2009-12-13 07:42:00+00:00,INR,5806400,268,uci_product_group_18,addr_6856342b22c510a7,dev_6856342b22c510a7
ord_0000167,cus_0365c0e510b6c7e1,2009-12-02T12:19:00Z,2009-12-04 12:19:00+00:00,INR,1968800,141,uci_product_group_eb,addr_0365c0e510b6c7e1,dev_0365c0e510b6c7e1
ord_0000541,cus_1eb4bf8ccd4e27f8,2009-12-06T15:40:00Z,2009-12-11 15:40:00+00:00,INR,2550000,92,uci_product_group_93,addr_1eb4bf8ccd4e27f8,dev_1eb4bf8ccd4e27f8
ord_0000744,cus_8175fab0f98f6bbe,2009-12-08T17:08:00Z,2009-12-11 17:08:00+00:00,INR,4624600,282,simulated_defect_batch,addr_8175fab0f98f6bbe,dev_8175fab0f98f6bbe
ord_0000292,cus_7d9985200ab69361,2009-12-03T13:30:00Z,2009-12-05 13:30:00+00:00,INR,144750000,4825,uci_product_group_50,addr_7d9985200ab69361,v2_shared_device_0064
ord_0000628,cus_481e438f1cea4237,2009-12-07T15:15:00Z,2009-12-13 15:15:00+00:00,INR,1888900,112,uci_product_group_5f,addr_481e438f1cea4237,dev_481e438f1cea4237
ord_0000123,cus_25af97598a75fea7,2009-12-02T09:35:00Z,2009-12-07 09:35:00+00:00,INR,2613000,266,uci_product_group_b5,addr_25af97598a75fea7,dev_25af97598a75fea7
ord_0000357,cus_a52aba194c20f561,2009-12-04T08:24:00Z,2009-12-09 08:24:00+00:00,INR,3087500,158,uci_product_group_11,addr_a52aba194c20f561,dev_a52aba194c20f561
ord_0000014,cus_0dacb43c359ab517,2009-12-01T10:36:00Z,2009-12-07 10:36:00+00:00,INR,1961000,100,uci_product_group_cc,addr_0dacb43c359ab517,dev_0dacb43c359ab517
ord_0000732,cus_7499011c36aea436,2009-12-08T15:25:00Z,2009-12-12 15:25:00+00:00,INR,1947500,161,uci_product_group_b4,addr_7499011c36aea436,dev_7499011c36aea436
ord_0000714,cus_31d1b7446de57217,2009-12-08T13:58:00Z,2009-12-16 13:58:00+00:00,INR,22855800,1376,uci_product_group_08,addr_31d1b7446de57217,dev_31d1b7446de57217
ord_0000321,cus_0365c0e510b6c7e1,2009-12-03T15:53:00Z,2009-12-08 15:53:00+00:00,INR,411800,23,uci_product_group_d9,addr_0365c0e510b6c7e1,dev_0365c0e510b6c7e1
ord_0000730,cus_515542cfe2311149,2009-12-08T15:14:00Z,2009-12-14 15:14:00+00:00,INR,5079000,138,uci_product_group_1a,addr_515542cfe2311149,dev_515542cfe2311149
ord_0000048,cus_f6ec324f7ac0e0d1,2009-12-01T12:55:00Z,2009-12-06 12:55:00+00:00,INR,1286000,26,uci_product_group_ff,addr_f6ec324f7ac0e0d1,dev_f6ec324f7ac0e0d1
ord_0001127,cus_86966cbc36a3af65,2009-12-14T13:36:00Z,2009-12-16 13:36:00+00:00,INR,15500700,724,uci_product_group_af,addr_86966cbc36a3af65,dev_86966cbc36a3af65
ord_0000424,cus_ec18f93dc434def9,2009-12-04T15:27:00Z,2009-12-11 15:27:00+00:00,INR,6720000,320,uci_product_group_c7,addr_ec18f93dc434def9,v2_shared_device_0075
ord_0000677,cus_c8d736864a1d4d71,2009-12-08T12:03:00Z,2009-12-14 12:03:00+00:00,INR,6600000,400,uci_product_group_d4,addr_c8d736864a1d4d71,dev_c8d736864a1d4d71
ord_0000820,cus_fd1a4828e3ef0853,2009-12-09T14:31:00Z,2009-12-13 14:31:00+00:00,INR,12000,6,uci_product_group_57,v2_shared_address_0077,dev_fd1a4828e3ef0853
ord_0000620,cus_ac3d5fdbd5ad2cc1,2009-12-07T14:31:00Z,2009-12-15 14:31:00+00:00,INR,42500,1,uci_product_group_d6,addr_ac3d5fdbd5ad2cc1,dev_ac3d5fdbd5ad2cc1
ord_0000338,cus_e102abca2d4e61d0,2009-12-03T17:12:00Z,2009-12-11 17:12:00+00:00,INR,392000,16,uci_product_group_d9,addr_e102abca2d4e61d0,dev_e102abca2d4e61d0
ord_0000477,cus_7cd579f7d0049537,2009-12-06T10:26:00Z,2009-12-08 10:26:00+00:00,INR,2691500,77,uci_product_group_31,addr_7cd579f7d0049537,dev_7cd579f7d0049537
ord_0000252,cus_d5b6f32b6bda7e10,2009-12-03T11:09:00Z,2009-12-08 11:09:00+00:00,INR,4309000,142,uci_product_group_f0,addr_d5b6f32b6bda7e10,dev_d5b6f32b6bda7e10
ord_0000497,cus_c4f89191535115b1,2009-12-06T12:26:00Z,2009-12-13 12:26:00+00:00,INR,2429600,166,uci_product_group_52,addr_c4f89191535115b1,dev_c4f89191535115b1
ord_0000188,cus_bc04373d556b09cc,2009-12-02T13:33:00Z,2009-12-10 13:33:00+00:00,INR,1768800,127,uci_product_group_96,v2_shared_address_0083,dev_bc04373d556b09cc
ord_0000957,cus_2f6ba565f04d143d,2009-12-11T10:58:00Z,2009-12-13 10:58:00+00:00,INR,15798000,502,uci_product_group_dd,addr_2f6ba565f04d143d,dev_2f6ba565f04d143d
ord_0000726,cus_854cfc2aa97e5d8d,2009-12-08T15:08:00Z,2009-12-15 15:08:00+00:00,INR,87000,2,uci_product_group_c4,addr_854cfc2aa97e5d8d,dev_854cfc2aa97e5d8d
ord_0000154,cus_93575d917e449c2e,2009-12-02T11:48:00Z,2009-12-10 11:48:00+00:00,INR,408000,48,uci_product_group_cb,v2_shared_address_0086,v2_shared_device_0086
ord_0000722,cus_98a96847659b5014,2009-12-08T14:36:00Z,2009-12-12 14:36:00+00:00,INR,118000,4,uci_product_group_b0,addr_98a96847659b5014,dev_98a96847659b5014
ord_0000433,cus_c9057e184fe3360b,2009-12-04T16:11:00Z,2009-12-12 16:11:00+00:00,INR,67000,4,uci_product_group_18,addr_c9057e184fe3360b,dev_c9057e184fe3360b
ord_0000201,cus_987c9f33b7fe9c29,2009-12-02T14:34:00Z,2009-12-04 14:34:00+00:00,INR,1579100,56,uci_product_group_22,addr_987c9f33b7fe9c29,v2_shared_device_0089
ord_0000339,cus_d5f37de7fe58bac3,2009-12-03T17:29:00Z,2009-12-11 17:29:00+00:00,INR,2576200,160,uci_product_group_a6,addr_d5f37de7fe58bac3,dev_d5f37de7fe58bac3
ord_0000395,cus_82fe4775f9ebd708,2009-12-04T12:37:00Z,2009-12-06 12:37:00+00:00,INR,10776000,600,uci_product_group_34,addr_82fe4775f9ebd708,dev_82fe4775f9ebd708
ord_0000306,cus_4a1cb885af8af1ed,2009-12-03T14:36:00Z,2009-12-05 14:36:00+00:00,INR,2581000,172,uci_product_group_56,addr_4a1cb885af8af1ed,dev_4a1cb885af8af1ed
ord_0001059,cus_f797b29996d9de83,2009-12-13T13:53:00Z,2009-12-17 13:53:00+00:00,INR,4115100,136,simulated_defect_batch,addr_f797b29996d9de83,dev_f797b29996d9de83
ord_0000354,cus_51fc239f7bb80301,2009-12-03T19:23:00Z,2009-12-05 19:23:00+00:00,INR,3397800,198,uci_product_group_89,addr_51fc239f7bb80301,dev_51fc239f7bb80301
ord_0000982,cus_5dd5d0aef6db158b,2009-12-11T12:58:00Z,2009-12-15 12:58:00+00:00,INR,5000000,400,uci_product_group_54,addr_5dd5d0aef6db158b,dev_5dd5d0aef6db158b
ord_0001112,cus_3266babd1f9a2ac0,2009-12-14T12:48:00Z,2009-12-17 12:48:00+00:00,INR,1622500,63,uci_product_group_6d,addr_3266babd1f9a2ac0,dev_3266babd1f9a2ac0
ord_0000565,cus_83e4a0b706dee4d1,2009-12-07T10:48:00Z,2009-12-09 10:48:00+00:00,INR,4112000,122,uci_product_group_89,addr_83e4a0b706dee4d1,dev_83e4a0b706dee4d1
ord_0000336,cus_c42a349a2f434697,2009-12-03T16:54:00Z,2009-12-10 16:54:00+00:00,INR,3199600,220,uci_product_group_8e,addr_c42a349a2f434697,v2_shared_device_0098
ord_0001044,cus_e8a48f0735ed606d,2009-12-13T12:42:00Z,2009-12-17 12:42:00+00:00,INR,2099000,131,uci_product_group_a9,addr_e8a48f0735ed606d,v2_shared_device_0099
ord_0000215,cus_ae87ca48cb96948c,2009-12-02T15:28:00Z,2009-12-10 15:28:00+00:00,INR,6329000,320,uci_product_group_93,addr_ae87ca48cb96948c,dev_ae87ca48cb96948c
ord_0000214,cus_f77ae10ccec39386,2009-12-02T15:17:00Z,2009-12-08 15:17:00+00:00,INR,7357000,274,uci_product_group_53,addr_f77ae10ccec39386,dev_f77ae10ccec39386
ord_0000451,cus_1f31ffefd639eba6,2009-12-05T10:58:00Z,2009-12-11 10:58:00+00:00,INR,1591000,18,uci_product_group_e4,addr_1f31ffefd639eba6,dev_1f31ffefd639eba6
ord_0000739,cus_1b3403efa26bfa5b,2009-12-08T16:40:00Z,2009-12-12 16:40:00+00:00,INR,7280500,413,uci_product_group_47,addr_1b3403efa26bfa5b,dev_1b3403efa26bfa5b
ord_0000464,cus_70a676e841a6a7de,2009-12-05T13:32:00Z,2009-12-07 13:32:00+00:00,INR,7606900,397,uci_product_group_44,addr_70a676e841a6a7de,v2_shared_device_0104
ord_0000155,cus_44b6926814b7c589,2009-12-02T11:51:00Z,2009-12-06 11:51:00+00:00,INR,3330900,248,uci_product_group_c3,addr_44b6926814b7c589,dev_44b6926814b7c589
ord_0001132,cus_9192b823ff02ee1b,2009-12-14T14:33:00Z,2009-12-17 14:33:00+00:00,INR,1377300,68,uci_product_group_d1,addr_9192b823ff02ee1b,dev_9192b823ff02ee1b
ord_0001004,cus_54d2e6b0153e82d5,2009-12-11T16:33:00Z,2009-12-14 16:33:00+00:00,INR,3398700,268,uci_product_group_52,addr_54d2e6b0153e82d5,dev_54d2e6b0153e82d5
ord_0000056,cus_0b1f96b493c14c56,2009-12-01T13:29:00Z,2009-12-09 13:29:00+00:00,INR,1567100,50,uci_product_group_90,addr_0b1f96b493c14c56,dev_0b1f96b493c14c56
ord_0000563,cus_34371dc52c585da0,2009-12-07T10:42:00Z,2009-12-10 10:42:00+00:00,INR,3679000,132,uci_product_group_96,addr_34371dc52c585da0,dev_34371dc52c585da0
ord_0000702,cus_1d9082081c576e98,2009-12-08T13:19:00Z,2009-12-13 13:19:00+00:00,INR,1090800,22,uci_product_group_65,addr_1d9082081c576e98,dev_1d9082081c576e98
ord_0000958,cus_abae2bc1bfe2e15e,2009-12-11T11:06:00Z,2009-12-13 11:06:00+00:00,INR,6348800,540,uci_product_group_01,addr_abae2bc1bfe2e15e,dev_abae2bc1bfe2e15e
ord_0000178,cus_7e02ddc7e6d95f88,2009-12-02T12:54:00Z,2009-12-09 12:54:00+00:00,INR,6342900,515,uci_product_group_3f,addr_7e02ddc7e6d95f88,dev_7e02ddc7e6d95f88
ord_0000414,cus_7f9d8a6205c36489,2009-12-04T14:29:00Z,2009-12-06 14:29:00+00:00,INR,3003200,126,uci_product_group_43,addr_7f9d8a6205c36489,dev_7f9d8a6205c36489
ord_0001329,cus_ddf6d7ed318b47ef,2009-12-16T14:22:00Z,2009-12-18 14:22:00+00:00,INR,1955000,58,uci_product_group_db,addr_ddf6d7ed318b47ef,dev_ddf6d7ed318b47ef
ord_0000559,cus_54cde5dbb60a5dcc,2009-12-07T10:26:00Z,2009-12-13 10:26:00+00:00,INR,5045400,146,uci_product_group_c1,addr_54cde5dbb60a5dcc,dev_54cde5dbb60a5dcc
ord_0000754,cus_7e02ddc7e6d95f88,2009-12-08T18:18:00Z,2009-12-14 18:18:00+00:00,INR,3899900,213,uci_product_group_9a,addr_7e02ddc7e6d95f88,dev_7e02ddc7e6d95f88
ord_0000228,cus_7ca596803bff0a1d,2009-12-02T16:53:00Z,2009-12-09 16:53:00+00:00,INR,9768000,592,uci_product_group_26,addr_7ca596803bff0a1d,dev_7ca596803bff0a1d
ord_0000067,cus_6e9e426f7a9241f7,2009-12-01T13:49:00Z,2009-12-05 13:49:00+00:00,INR,1058500,67,uci_product_group_68,addr_6e9e426f7a9241f7,dev_6e9e426f7a9241f7
ord_0000892,cus_3cab8f53b414d550,2009-12-10T13:12:00Z,2009-12-12 13:12:00+00:00,INR,1650000,100,uci_product_group_52,v2_shared_address_0119,v2_shared_device_0119
ord_0000793,cus_26db17c8af7b6dfd,2009-12-09T12:57:00Z,2009-12-17 12:57:00+00:00,INR,4180500,162,uci_product_group_ab,addr_26db17c8af7b6dfd,dev_26db17c8af7b6dfd
ord_0000268,cus_7e629cd26f4932f6,2009-12-03T12:27:00Z,2009-12-10 12:27:00+00:00,INR,5005500,395,uci_product_group_a1,addr_7e629cd26f4932f6,dev_7e629cd26f4932f6
ord_0000408,cus_82248f3194301365,2009-12-04T13:47:00Z,2009-12-11 13:47:00+00:00,INR,4358800,504,uci_product_group_9a,addr_82248f3194301365,v2_shared_device_0122
ord_0000040,cus_5fa24fa4ebcaa691,2009-12-01T12:30:00Z,2009-12-03 12:30:00+00:00,INR,6414500,595,uci_product_group_01,addr_5fa24fa4ebcaa691,dev_5fa24fa4ebcaa691
ord_0001354,cus_bebdb4a6906ace19,2009-12-16T16:24:00Z,2009-12-18 16:24:00+00:00,INR,1362000,52,uci_product_group_96,addr_bebdb4a6906ace19,v2_shared_device_0124
ord_0000426,cus_33cb16447d82bf23,2009-12-04T15:28:00Z,2009-12-11 15:28:00+00:00,INR,1491000,62,uci_product_group_45,addr_33cb16447d82bf23,dev_33cb16447d82bf23
ord_0000528,cus_54cde5dbb60a5dcc,2009-12-06T14:14:00Z,2009-12-12 14:14:00+00:00,INR,4508400,130,simulated_defect_batch,addr_54cde5dbb60a5dcc,dev_54cde5dbb60a5dcc
ord_0000617,cus_4beca9e3b90ed4f2,2009-12-07T14:02:00Z,2009-12-10 14:02:00+00:00,INR,12443200,408,uci_product_group_be,addr_4beca9e3b90ed4f2,dev_4beca9e3b90ed4f2
ord_0001120,cus_9ec4954d16b7f75f,2009-12-14T13:19:00Z,2009-12-17 13:19:00+00:00,INR,2669800,477,uci_product_group_63,addr_9ec4954d16b7f75f,dev_9ec4954d16b7f75f
ord_0000242,cus_90f68ce07c1126e5,2009-12-03T10:20:00Z,2009-12-05 10:20:00+00:00,INR,6422000,428,uci_product_group_d6,addr_90f68ce07c1126e5,dev_90f68ce07c1126e5
ord_0000991,cus_0e3eaa7653d02359,2009-12-11T14:28:00Z,2009-12-15 14:28:00+00:00,INR,6153000,110,uci_product_group_50,v2_shared_address_0130,dev_0e3eaa7653d02359
ord_0000819,cus_3ac1a706fe43fda5,2009-12-09T14:30:00Z,2009-12-14 14:30:00+00:00,INR,1433600,104,uci_product_group_28,addr_3ac1a706fe43fda5,dev_3ac1a706fe43fda5
ord_0000190,cus_90503cdc7d795471,2009-12-02T13:39:00Z,2009-12-04 13:39:00+00:00,INR,859500,17,uci_product_group_50,addr_90503cdc7d795471,dev_90503cdc7d795471
ord_0001250,cus_73f610cdbb26fd6c,2009-12-15T17:45:00Z,2009-12-17 17:45:00+00:00,INR,1917200,79,uci_product_group_16,addr_73f610cdbb26fd6c,dev_73f610cdbb26fd6c
ord_0000277,cus_d174b22a46105d54,2009-12-03T12:40:00Z,2009-12-09 12:40:00+00:00,INR,2150000,121,uci_product_group_90,addr_d174b22a46105d54,dev_d174b22a46105d54
ord_0000878,cus_1eb4bf8ccd4e27f8,2009-12-10T12:10:00Z,2009-12-15 12:10:00+00:00,INR,1903000,38,uci_product_group_1b,addr_1eb4bf8ccd4e27f8,dev_1eb4bf8ccd4e27f8
ord_0000137,cus_c07d6bab5bb4aab3,2009-12-02T10:51:00Z,2009-12-06 10:51:00+00:00,INR,4017000,238,uci_product_group_d4,addr_c07d6bab5bb4aab3,dev_c07d6bab5bb4aab3
