refund_request_id,customer_id,label_simulated,requested_amount_paise,raw_score,calibrated_probability,stage_a_action,verification_result,posterior_probability,final_action,rules_score,logistic_score,order_id,original_captured_amount_paise,status,exceeds_original_captured_amount
rr_0006369,cus_de6805b88366d5d2,False,1972472,0.0002918979507654929,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.0011743741645073057,ord_0032085,6487800,captured,False
rr_0006371,cus_6b9ba442a2e30dde,False,4993392,0.00024201345784106244,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.0012221455916247743,ord_0032101,9087400,captured,False
rr_0006372,cus_3aca6ceebc1feaf8,False,741469,0.00020260262786997533,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,5.7348069531868036e-05,ord_0032109,3017000,captured,False
rr_0006373,cus_34371dc52c585da0,False,7392197,0.0004907459815658975,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.1,0.006006568773302619,ord_0032110,11270200,captured,False
rr_0006374,cus_37064baa79b96de4,False,6045428,0.0003195725748355075,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.0038051126512543216,ord_0032114,13882700,captured,False
rr_0006376,cus_5f8e768ebc1a44f4,False,1823949,0.0003502565242651616,1e-06,AUTO_APPROVE,inconclusive,1.2499996875000778e-06,AUTO_APPROVE,0.0,0.003608372604840522,ord_0032120,3076600,captured,False
rr_0006377,cus_d3637606045adf57,False,1165389,0.0912685028595109,0.0392156862745098,AUTO_APPROVE,consistent,0.004432508937619314,AUTO_APPROVE,0.0,0.4070425125600696,ord_0032129,1519800,captured,False
rr_0006378,cus_a4a30e55ced50f92,False,323780,0.022298052111470044,0.017857142857142856,AUTO_APPROVE,consistent,0.0019793465426276163,AUTO_APPROVE,0.1,0.4118241981864176,ord_0032132,340000,captured,False
rr_0006379,cus_9b22cd6e66713b80,False,1922154,0.0019133424990725315,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.004805547942013197,ord_0032140,3144100,captured,False
rr_0006380,cus_7d56ee289cb7c80e,False,1065588,9.033114567441189e-05,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,7.425088506114437e-05,ord_0032143,2466400,captured,False
rr_0006383,cus_642ad14c322068dc,False,6622505,0.03370196185490433,0.017857142857142856,AUTO_APPROVE,consistent,0.0019793465426276163,AUTO_APPROVE,0.0,0.010277398554249735,ord_0032153,9315000,captured,False
rr_0006387,cus_6ec538ecb0642b8a,False,3899372,0.5167178812001872,0.12903225806451613,VERIFY,consistent,0.015903002651414404,AUTO_APPROVE,0.15,0.29563051062650353,ord_0032187,4800000,captured,False
rr_0006389,cus_45d2cedadd50a5d2,False,13124243,0.0125768897886638,0.017857142857142856,AUTO_APPROVE,consistent,0.0019793465426276163,AUTO_APPROVE,0.0,0.044175964605347944,ord_0032191,14364900,captured,False
rr_0006391,cus_5556aedd7b8fa808,False,200484,0.00029861611002435326,1e-06,AUTO_APPROVE,inconclusive,1.2499996875000778e-06,AUTO_APPROVE,0.0,6.820907462250162e-05,ord_0032198,750000,captured,False
rr_0006394,cus_c6d0d9f66b8caae4,False,1438722,0.00024644579110747573,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.1,7.281582757649326e-05,ord_0032206,6303000,captured,False
rr_0006395,cus_40fab0542e7d77bd,False,2934342,0.044528158612373324,0.017857142857142856,AUTO_APPROVE,consistent,0.0019793465426276163,AUTO_APPROVE,0.0,0.08681684676134704,ord_0032208,3792700,captured,False
rr_0006396,cus_a6d6562ea9966ec4,True,4255678,0.9650733242152159,0.8333333333333334,VERIFY,inconsistent,0.9913413302587675,RETURN_FIRST,0.15,0.9537015585735047,ord_0032210,4256000,captured,False
rr_0006397,cus_3607eb91ecd7ca63,False,677079,0.0015213930649254337,1e-06,AUTO_APPROVE,inconsistent,2.2897734911559113e-05,AUTO_APPROVE,0.15,0.005123746350875703,ord_0032224,2772800,captured,False
rr_0006400,cus_164a03c7ee262689,False,1509247,0.0004241686690603937,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.1,0.000763482247323334,ord_0032234,2551500,captured,False
rr_0006404,cus_320dba65569b9c89,True,14968581,0.0835940495795445,0.0392156862745098,AUTO_APPROVE,inconsistent,0.48310313006980515,AUTO_APPROVE,0.0,0.07612747949715758,ord_0032259,16110000,captured,False
rr_0006406,cus_bab2fdcb8dc78160,False,2886103,0.01850491451748313,0.017857142857142856,AUTO_APPROVE,consistent,0.0019793465426276163,AUTO_APPROVE,0.0,0.07809569502511778,ord_0032289,3095000,captured,False
rr_0006407,cus_be026aa05de3dc0e,False,1869339,0.00019690429949407022,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.00013174538471741104,ord_0032293,6840800,captured,False
rr_0006410,cus_19ac2961ac5bbc57,False,760034,0.0010899554654933091,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,6.028144034527827e-05,ord_0032299,2475000,captured,False
rr_0006411,cus_fb86ee95ed6c7675,False,2443467,0.00015245846160858532,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.009054281031961263,ord_0032304,3566400,captured,False
rr_0006412,cus_401eb3784090b826,False,803845,0.00025362306646360656,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,1.2003279563524027e-05,ord_0032305,3082000,captured,False
rr_0006415,cus_4f0b9deed4e12dd7,False,1659939,0.00028484149877800846,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.1,0.0024413875368581735,ord_0032318,2486000,captured,False
rr_0006416,cus_65d52cb3add8840d,False,305026,0.0009221486919726654,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.15,0.0035431981274564174,ord_0032319,861000,captured,False
rr_0006418,cus_730fd8eccf14b43c,False,4272140,0.0003180022547627539,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.003852577319084572,ord_0032327,6283800,captured,False
rr_0006420,cus_943b2e85c51813fd,False,635663,0.0006105489830469867,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.15,0.07808742835794089,ord_0032331,1153400,captured,False
rr_0006421,cus_ef2a12a0d3c9b74f,False,1376660,0.00016514292978775258,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.0006380276403117046,ord_0032338,3223200,captured,False
rr_0006423,cus_a533089c70ae84e2,False,1819403,0.00031817556940463534,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,1.9918698660369743e-05,ord_0032356,7256400,captured,False
rr_0006426,cus_85aec5d2f3a81676,False,2579273,0.4782520376104753,0.12903225806451613,VERIFY,consistent,0.015903002651414404,AUTO_APPROVE,0.15,0.3864938762831332,ord_0032369,3147000,captured,False
rr_0006427,cus_e278fecceb866edf,False,265236,0.0003791748205769737,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.5,0.000774858324645785,ord_0032373,513000,captured,False
rr_0006428,cus_ccad6c8cb1074273,False,1311252,0.00028120779796618245,1e-06,AUTO_APPROVE,inconclusive,1.2499996875000778e-06,AUTO_APPROVE,0.0,0.00010165894330714238,ord_0032376,4105500,captured,False
rr_0006430,cus_d174b22a46105d54,False,855785,0.015612825410361983,0.017857142857142856,AUTO_APPROVE,consistent,0.0019793465426276163,AUTO_APPROVE,0.5,0.0015604909630401282,ord_0032386,1108500,captured,False
rr_0006433,cus_cfdda397f142a131,False,2404675,0.006324016337896178,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.01854589496874867,ord_0032405,3019200,captured,False
rr_0006435,cus_1f7c288ecc829ae1,False,2636731,0.7441052623085374,0.5,VERIFY,consistent,0.09835176015736281,AUTO_APPROVE,0.15,0.617128683007983,ord_0032414,2851600,captured,False
rr_0006436,cus_7e993316998c8284,False,3959086,0.00026047253472007403,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.1,0.0023398893922334622,ord_0032415,7488600,captured,False
rr_0006437,cus_0a5132780e3296e2,False,1160846,0.00043778453512275414,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.1,0.00046717306268436094,ord_0032423,2448000,captured,False
rr_0006439,cus_b48c4f5b98f91d98,False,2323197,0.020716677896943196,0.017857142857142856,AUTO_APPROVE,consistent,0.0019793465426276163,AUTO_APPROVE,0.0,0.13091077198166423,ord_0032437,2647300,captured,False
rr_0006440,cus_fb675843dc4bcc04,False,195724,0.0003676439443640792,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,3.790927225865476e-05,ord_0032441,859200,captured,False
rr_0006442,cus_eb49b2f3578ff5d2,False,1642745,0.026519737923357614,0.017857142857142856,AUTO_APPROVE,consistent,0.0019793465426276163,AUTO_APPROVE,0.1,0.019841520864651196,ord_0032444,2336700,captured,False
rr_0006443,cus_7f9d8a6205c36489,False,4587268,0.002011478160369417,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.5,0.007395647495949638,ord_0032445,5256100,captured,False
rr_0006444,cus_d174b22a46105d54,False,804953,0.0002620317171037376,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.65,0.0203041729862762,ord_0032455,1257700,captured,False
rr_0006446,cus_2f713c7301c21c22,False,7405943,0.00216769130781723,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.197877762085403,ord_0032471,8121600,captured,False
rr_0006447,cus_f365bb661811cdf3,False,1291740,0.00102434201952666,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.25,0.23483402468581435,ord_0032481,2214600,captured,False
rr_0006450,cus_37679349a4d4b57d,False,3624291,0.0003862741110313555,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.0015839479096888976,ord_0032513,9796400,captured,False
rr_0006453,cus_4ddb880237f89eb2,False,2215085,0.0005687737577828899,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.15,0.024993344301502626,ord_0032527,5379600,captured,False
rr_0006455,cus_7573fd1471ef9366,False,1474378,0.00014040548203653194,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.001689001033749126,ord_0032534,2379000,captured,False
rr_0006456,cus_f84ec50fd371a733,False,9447150,0.00030625151964271363,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.0034080194333534005,ord_0032535,15658200,captured,False
rr_0006457,cus_cff1a202889f1d1b,False,326152,0.00034915992569917805,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,8.053271212593962e-05,ord_0032537,1024800,captured,False
rr_0006458,cus_4e72def97f9f8bd2,False,1317545,0.0032374797300962466,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.31558545556602735,ord_0032540,1384000,captured,False
rr_0006459,cus_85f3df620098dea0,False,529063,0.00020289178966635953,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,8.879780100263318e-05,ord_0032541,2220400,captured,False
rr_0006460,cus_26021f5da8eeebec,False,695708,0.0009804492145167503,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.15,0.000582620916220778,ord_0032542,2603500,captured,False
rr_0006462,cus_621e861ae8070e4d,False,1348365,0.00012553567222740354,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.1,0.00012004302077617383,ord_0032545,5063600,captured,False
rr_0006463,cus_72d5276eff5bf441,False,392249,0.019360301826873007,0.017857142857142856,AUTO_APPROVE,consistent,0.0019793465426276163,AUTO_APPROVE,0.0,0.179660178723071,ord_0032547,400000,captured,False
rr_0006464,cus_b7a12beebc9d6ec9,False,682436,0.12168662656576039,0.0392156862745098,AUTO_APPROVE,consistent,0.004432508937619314,AUTO_APPROVE,0.0,0.3945349197578586,ord_0032548,753000,captured,False
rr_0006465,cus_fb9b54c933bb4db1,True,4430114,0.10617355765522539,0.0392156862745098,AUTO_APPROVE,inconsistent,0.48310313006980515,AUTO_APPROVE,0.15,0.1792490209597772,ord_0032550,5767400,captured,False
rr_0006466,cus_3226256d35df6f66,False,234998,0.0003034957442718848,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.01937666705094944,ord_0032551,525000,captured,False
rr_0006467,cus_dbb094df01c10089,False,778821,0.00022273129060066435,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.00463130821987975,ord_0032565,1497000,captured,False
rr_0006469,cus_6f7797d29a32c392,False,2557449,0.0002799249594635777,1e-06,AUTO_APPROVE,inconsistent,2.2897734911559113e-05,AUTO_APPROVE,0.1,0.001586222550547594,ord_0032575,5509800,captured,False
rr_0006470,cus_7f9d8a6205c36489,False,1077550,0.000251173380295796,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.5,5.207705021594046e-05,ord_0032576,3451400,captured,False
rr_0006471,cus_be843a763395e82b,False,5228612,0.47530287764911644,0.12903225806451613,VERIFY,consistent,0.015903002651414404,AUTO_APPROVE,0.0,0.6116995963207104,ord_0032589,6081000,captured,False
rr_0006472,cus_a080f0e4b77e795c,False,50920,0.001995403797942399,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.15,0.0015240467004576537,ord_0032592,250000,captured,False
rr_0006473,cus_b084f98ed94709cc,False,801965,0.024224355234599804,0.017857142857142856,AUTO_APPROVE,consistent,0.0019793465426276163,AUTO_APPROVE,0.0,0.030440112657641044,ord_0032594,1110300,captured,False
rr_0006474,cus_8ee2910a5afabfcb,False,914314,0.04701070007493243,0.017857142857142856,AUTO_APPROVE,consistent,0.0019793465426276163,AUTO_APPROVE,0.5,0.046898511180613875,ord_0032605,1170600,captured,False
rr_0006475,cus_70fe1a4802d5171d,False,1812432,0.00022536448429098883,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.1,0.006387769505021163,ord_0032606,3059600,captured,False
rr_0006476,cus_1b3403efa26bfa5b,False,14131702,0.17107345128958754,0.08571428571428572,VERIFY,consistent,0.010122729367085073,AUTO_APPROVE,0.5,0.07187780742267937,ord_0032612,16382400,captured,False
rr_0006477,cus_89d2d8310b63330e,False,935859,0.0002459440089895026,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.0037327352789776193,ord_0032617,1493500,captured,False
rr_0006478,cus_317cc28531a9060b,False,11097130,0.04477458304447005,0.017857142857142856,AUTO_APPROVE,consistent,0.0019793465426276163,AUTO_APPROVE,0.0,0.020329100384352882,ord_0032624,12504000,captured,False
rr_0006479,cus_e82a0b900b3dc01c,False,3518667,0.396426816602318,0.12903225806451613,VERIFY,consistent,0.015903002651414404,AUTO_APPROVE,0.15,0.8337198223328208,ord_0032631,3993400,captured,False
rr_0006480,cus_e453336b6476c534,False,6310702,0.040649851463050134,0.017857142857142856,AUTO_APPROVE,inconclusive,0.022222222222222223,AUTO_APPROVE,0.0,0.17150925607413559,ord_0032637,7709300,captured,False
rr_0006481,cus_b17252fa6dc910fe,False,508019,0.00029530901740659315,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.001363139682774773,ord_0032643,1153100,captured,False
rr_0006482,cus_e278fecceb866edf,True,139892,0.9970458562731227,0.999999,VERIFY,inconsistent,0.999999,RETURN_FIRST,0.8500000000000001,0.9918154320118318,ord_0032645,113100,captured,True
rr_0006483,cus_3df512a70a614b09,True,6158912,0.9997471425357929,0.999999,MANUAL_REVIEW,inconsistent,0.999999,MANUAL_REVIEW,0.5,0.995830303468138,ord_0032662,5605400,captured,True
rr_0006484,cus_89617f78ecf73736,False,2139813,0.07161341223080667,0.0392156862745098,AUTO_APPROVE,consistent,0.004432508937619314,AUTO_APPROVE,0.25,0.4210237713251279,ord_0032664,2695800,captured,False
rr_0006486,cus_025345b69a51208b,False,110614,0.0013274854553042867,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.15,0.27130329012025034,ord_0032677,165000,captured,False
rr_0006487,cus_f6408eb4f341faf0,False,2103034,0.00024200521305805248,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.002253724638110923,ord_0032690,4602500,captured,False
rr_0006488,cus_8d49a188239da2fe,False,3693545,0.019881357728005547,0.017857142857142856,AUTO_APPROVE,consistent,0.0019793465426276163,AUTO_APPROVE,0.1,0.24697620228657483,ord_0032696,4012900,captured,False
rr_0006489,cus_c48f18ae49a5eabd,False,658451,0.0003617199200967365,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.0114363025975113,ord_0032701,1174800,captured,False
rr_0006490,cus_bd86cd284e3b2f3d,False,5925994,0.004061565423147694,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.005350910982978655,ord_0032703,8350800,captured,False
rr_0006491,cus_57eb34e9037f4548,False,2856229,0.000706343896674575,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.15,0.04525727191450456,ord_0032706,4317300,captured,False
rr_0006492,cus_afd0999e19323ed5,False,195008,0.00027581189059836306,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.0011082037314191666,ord_0032725,340000,captured,False
rr_0006493,cus_bc6e2fcb8749b007,False,3451277,0.007276815792701953,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.04290547341520974,ord_0032726,3609600,captured,False
rr_0006494,cus_bd3b43e06f92197e,False,1351360,0.00019991355829934287,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.0002729937735690652,ord_0032729,5542100,captured,False
rr_0006495,cus_ba0325d0e4ef57b3,False,1815794,0.00034617820782102275,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.0010660721656517943,ord_0032736,4002400,captured,False
rr_0006496,cus_436ef3dad5cec208,False,2106811,0.00024785406734355195,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.016482431000055482,ord_0032742,3168400,captured,False
rr_0006497,cus_68148d8e8f1ee39b,False,596586,0.00033633116150844647,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.0009000651467830922,ord_0032745,1103100,captured,False
rr_0006498,cus_60f0ca65d04b9905,False,12341540,0.46089089697241997,0.12903225806451613,VERIFY,consistent,0.015903002651414404,AUTO_APPROVE,0.1,0.1365522273522027,ord_0032750,14146400,captured,False
rr_0006499,cus_ec92b8c64e1ac8e9,False,579865,0.0001412462472130067,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.1,0.0004038931831334898,ord_0032756,1477000,captured,False
rr_0006500,cus_d798d9217d88e0d1,False,153690,0.0010963409206355887,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.15,0.08658355491159496,ord_0032757,515500,captured,False
rr_0006501,cus_eae4b24c8f9a6216,False,1445661,0.08644187844465367,0.0392156862745098,AUTO_APPROVE,consistent,0.004432508937619314,AUTO_APPROVE,0.1,0.11103639211457711,ord_0032767,1933200,captured,False
rr_0006502,cus_78dfe8f14b69d74f,False,306873,0.0016096784476666542,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.3,0.03081716403614805,ord_0032770,1222200,captured,False
rr_0006503,cus_14560a03f7871f03,False,129927,0.0003252435340939034,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,9.818235645730492e-05,ord_0032781,483000,captured,False
rr_0006504,cus_1c2038f58ac7ab17,False,41223,0.0003227488328847827,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.09382888048028912,ord_0032782,75000,captured,False
rr_0006505,cus_c3c8c70240147867,False,10502637,0.0518314222693411,0.017857142857142856,AUTO_APPROVE,consistent,0.0019793465426276163,AUTO_APPROVE,0.0,0.10175626930826515,ord_0032784,12981800,captured,False
rr_0006506,cus_ea88d264a9d41f49,False,1355376,0.0003005914962387694,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.000736831332594422,ord_0032785,2535500,captured,False
rr_0006507,cus_bffebc6bb0770024,False,2204902,0.0002149474751906118,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.0005627731498820069,ord_0032791,6912000,captured,False
rr_0006508,cus_c8d736864a1d4d71,False,4722447,0.34528070595238836,0.12903225806451613,VERIFY,consistent,0.015903002651414404,AUTO_APPROVE,0.0,0.831298241801282,ord_0032793,4800000,captured,False
rr_0006509,cus_c6e450a3af33d91d,False,2989957,0.07730258548562506,0.0392156862745098,AUTO_APPROVE,consistent,0.004432508937619314,AUTO_APPROVE,0.0,0.16094395981087983,ord_0032795,3440700,captured,False
rr_0006510,cus_e3d1c53e58e3cddd,False,2255310,0.0007099709055051783,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.15,0.29865483436531765,ord_0032802,4577000,captured,False
rr_0006511,cus_5d64726a7bb88360,False,2124542,0.11794693731119488,0.0392156862745098,AUTO_APPROVE,consistent,0.004432508937619314,AUTO_APPROVE,0.15,0.11313673126212945,ord_0032803,2632000,captured,False
rr_0006512,cus_df7a227374ac476a,False,610458,0.0003307469525958141,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.0020533188884070673,ord_0032815,1748600,captured,False
rr_0006513,cus_deb980317834074c,False,933261,0.0002600337419575384,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.1,0.0016079403371596,ord_0032817,1491200,captured,False
rr_0006514,cus_f364c450342709d1,False,12832512,0.00030061816987492424,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.001548961681079253,ord_0032822,21845900,captured,False
rr_0006515,cus_acfd14ca229c0584,False,408579,0.0003206149571780285,1e-06,AUTO_APPROVE,inconclusive,1.2499996875000778e-06,AUTO_APPROVE,0.0,0.0014224312027916418,ord_0032845,1555200,captured,False
rr_0006516,cus_dbb094df01c10089,True,3775323,0.9991347060623943,0.999999,MANUAL_REVIEW,inconsistent,0.999999,MANUAL_REVIEW,0.35,0.9620749700918314,ord_0032849,3156500,captured,True
rr_0006517,cus_8de7300556177911,True,60152,0.42673472191033546,0.12903225806451613,VERIFY,consistent,0.015903002651414404,AUTO_APPROVE,0.15,0.4257437856670453,ord_0032856,65000,captured,False
rr_0006518,cus_b65fbdaa6cf0f0b1,False,3062234,0.0004081778007431065,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.25,0.28559932826207624,ord_0032857,5030800,captured,False
rr_0006519,cus_de6353b36cf32418,False,297580,0.20775286385772276,0.08571428571428572,VERIFY,inconsistent,0.6822077314739403,RETURN_FIRST,0.0,0.30150986430199844,ord_0032863,347500,captured,False
rr_0006520,cus_abd3e49cb935e338,False,1664062,0.0003747505917682086,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.07445603029835594,ord_0032868,3007000,captured,False
rr_0006521,cus_e278fecceb866edf,False,2570061,0.03965784857782724,0.017857142857142856,AUTO_APPROVE,inconclusive,0.022222222222222223,AUTO_APPROVE,0.5,0.1642783963936945,ord_0032875,3039200,captured,False
rr_0006522,cus_50579f45880185aa,True,208467,0.9986635646742061,0.999999,MANUAL_REVIEW,inconsistent,0.999999,MANUAL_REVIEW,0.35,0.9937193917661105,ord_0032876,187200,captured,True
rr_0006523,cus_605f0bb5774dae00,False,1308810,0.0003351199769729362,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.0023739402638429013,ord_0032877,3590500,captured,False
rr_0006524,cus_4bcd5ec1fa906a12,False,485500,0.0004515705854415229,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.0005436256592676036,ord_0032878,2000000,captured,False
rr_0006525,cus_c8d736864a1d4d71,False,1415455,0.05996189250931729,0.0392156862745098,AUTO_APPROVE,consistent,0.004432508937619314,AUTO_APPROVE,0.0,0.12024097370333597,ord_0032881,1896000,captured,False
rr_0006526,cus_09b2574e240ed3cb,False,1021229,0.000980910332327433,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.0,0.00012153444941895445,ord_0032885,2606300,captured,False
rr_0006527,cus_35ee0b40ab9b768d,False,4714498,0.036554400476715015,0.017857142857142856,AUTO_APPROVE,inconclusive,0.022222222222222223,AUTO_APPROVE,0.0,0.05256015938967261,ord_0032903,5883000,captured,False
rr_0006528,cus_e3a4016681cf0ca7,False,49711628,0.3296274650475792,0.12903225806451613,VERIFY,consistent,0.015903002651414404,AUTO_APPROVE,0.15,0.7676585755256619,ord_0032905,55576600,captured,False
rr_0006529,cus_5f23df35055400df,False,1786808,0.0002213079461824554,1e-06,AUTO_APPROVE,consistent,1e-06,AUTO_APPROVE,0.1,0.008967855028913048,ord_0032906,3236800,captured,False
rr_0006530,cus_3f51b853509652a9,True,4177750,0.11285122241419464,0.0392156862745098,AUTO_APPROVE,inconsistent,0.48310313006980515,AUTO_APPROVE,0.15,0.7256117236200803,ord_0032907,5248500,captured,False
